Sequence,NodeNo,NodeName,componentName,Type,RefNo,Point,PPoint,Bore,O/D,Wall Thickness,Corrosion Allowance,Radius,SIF,LTube Length,Weight,Material,Rigid Weight,Rigid,East,North,Up,Conn Ref,Connected Type,Insu Material,Insu Thickness,Status,Bend Type,Pressure,Temperature,Restraint Type,Restraint Stiffness,Restraint Friction,Restraint Gap
284,960,PS-171031.2,PS-171031.2,ATTA,=67132086/1488,0,0,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,154263.397mm,101336.500mm,Unset,,,0,,0,,,,,,
285,970,PS-171031.6,PS-171031.6,ATTA,=67132086/1489,0,0,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,154263.397mm,101336.500mm,Unset,,,0,,0,,,,,,
286,980,PS-171031.4,PS-171031.4,ATTA,=67132086/1490,0,0,250mm,273,0.000,0,0.000,0,270mm,0.000,,0.000,,168200.000mm,154263.397mm,101336.500mm,Unset,,,0,,0,,,,,,
287,,,unset,OLET,=67132086/1491,1,1,250mm,273,0.000,0,0.000,0,150mm,0.000,,0.000,,168200.000mm,154533.800mm,101336.500mm,=67132086/1501,,,0,,0,,,,,,
288,,,unset,OLET,=67132086/1491,3,3,50mm,273,0.000,0,0.000,0,150mm,0.000,,0.000,,168200.000mm,154533.800mm,101161.900mm,=67132086/1501,,,0,,0,,,,,,
289,990,,unset,OLET,=67132086/1491,0,0,250mm,273,0.000,0,0.000,0,150mm,0.000,,0.000,,168200.000mm,154533.800mm,101336.500mm,=67132086/1501,,,0,,0,,,,,,
290,,,unset,OLET,=67132086/1491,2,2,250mm,273,0.000,0,0.000,0,150mm,0.000,,0.000,,168200.000mm,154533.800mm,101336.500mm,=67132086/1501,,,0,,0,,,,,,
291,,,unset,TEE,=67132086/1492,1,1,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,154683.800mm,101336.500mm,=67132086/1416,,,0,,0,,,,,,
292,,,unset,TEE,=67132086/1492,3,3,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,167984.000mm,154899.800mm,101336.500mm,=67132086/1416,,,0,,0,,,,,,
293,1000,,unset,TEE,=67132086/1492,0,0,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,154899.800mm,101336.500mm,=67132086/1416,,,0,,0,,,,,,
294,,,unset,TEE,=67132086/1492,2,2,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,155115.800mm,101336.500mm,=67132086/1416,,,0,,0,,,,,,
295,1010,,unset,FLAN,=67132086/1493,1,2,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,START,168200.000mm,155115.800mm,101336.500mm,Unset,,,0,,0,,,,,,
296,,,unset,FLAN,=67132086/1493,2,1,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,155274.800mm,101336.500mm,Unset,,,0,,0,,,,,,
297,,,unset,GASK,=67132086/1494,1,1,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,155274.800mm,101336.500mm,Unset,,,0,,0,,,,,,
298,,,unset,GASK,=67132086/1494,2,2,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,155278.000mm,101336.500mm,Unset,,,0,,0,,,,,,
299,,,unset,INST,=67132086/1495,1,2,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,155278.000mm,101336.500mm,Unset,,,0,,0,,,,,,
300,,,unset,INST,=67132086/1495,2,1,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,156065.000mm,101336.500mm,Unset,,,0,,0,,,,,,
301,,,unset,GASK,=67132086/1496,1,1,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,156065.000mm,101336.500mm,Unset,,,0,,0,,,,,,
302,,,unset,GASK,=67132086/1496,2,2,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,156068.200mm,101336.500mm,Unset,,,0,,0,,,,,,
303,,,unset,FLAN,=67132086/1497,1,1,250mm,273,0.000,0,0.000,0,880mm,0.000,,0.000,,168200.000mm,156068.200mm,101336.500mm,Unset,,,0,,0,,,,,,
304,1020,,unset,FLAN,=67132086/1497,2,2,250mm,273,0.000,0,0.000,0,880mm,0.000,,0.000,END,168200.000mm,156227.200mm,101336.500mm,Unset,,,0,,0,,,,,,
305,1030,PS-171032.1,PS-171032.1,ATTA,=67132086/1498,0,0,250mm,273,0.000,0,0.000,0,0mm,0.000,,0.000,,168200.000mm,157108.000mm,101336.500mm,Unset,,,0,,0,,,,,,
306,1040,PS-171032.6,PS-171032.6,ATTA,=67132086/1499,0,0,250mm,273,0.000,0,0.000,0,1458mm,0.000,,0.000,,168200.000mm,157108.000mm,101336.500mm,Unset,,,0,,0,,,,,,
307,,,unset,ELBO,=67132086/1500,1,1,250mm,273,0.000,0,383.860,0,161mm,0.000,,0.000,,168200.000mm,158290.500mm,101336.500mm,Unset,,,0,,0,,,,,,
308,1050,,unset,ELBO,=67132086/1500,0,0,250mm,273,0.000,0,383.860,0,161mm,0.000,,0.000,,168200.000mm,158449.500mm,101336.500mm,Unset,,,0,,0,,,,,,
309,,,unset,ELBO,=67132086/1500,2,2,250mm,273,0.000,0,383.860,0,161mm,0.000,,0.000,,168200.000mm,158561.930mm,101224.070mm,Unset,,,0,,0,,,,,,
310,1060,,unset,BRAN,=67132086/1464,2,2,250mm,273,0.000,0,0.000,0,0mm,0.000,0,0.000,,168200.000mm,158858.200mm,100927.800mm,=67132086/1682,TEE,0,0,,0,0,-100000,,,,
311,,,unset,BRAN,=67132086/1654,1,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,0,0.000,START,151097.900mm,158858.200mm,100927.800mm,Unset,CLOS,0,0,,0,0,-100000,,,,
312,1070,,unset,FBLI,=67132086/1655,1,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151097.900mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
313,,,unset,FBLI,=67132086/1655,2,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151174.800mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
314,,,unset,GASK,=67132086/1656,1,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151174.800mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
315,,,unset,GASK,=67132086/1656,2,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151178.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
316,,,unset,FLAN,=67132086/1657,1,1,350mm,355.6,0.000,0,0.000,0,250mm,0.000,,0.000,,151178.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
317,1080,,unset,FLAN,=67132086/1657,2,2,350mm,355.6,0.000,0,0.000,0,250mm,0.000,,0.000,END,151350.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
318,1090,PS-171034.1,PS-171034.1,ATTA,=67132086/1658,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
319,1100,PS-171034.6,PS-171034.6,ATTA,=67132086/1659,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
320,1110,PS-171034.3,PS-171034.3,ATTA,=67132086/1660,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
321,,,unset,OLET,=67132086/1661,1,1,350mm,355.6,0.000,0,0.000,0,895mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,=67132086/1778,,,0,,0,,,,,,
322,,,unset,OLET,=67132086/1661,3,3,50mm,355.6,0.000,0,0.000,0,895mm,0.000,,0.000,,151600.000mm,158858.200mm,101143.700mm,=67132086/1778,,,0,,0,,,,,,
323,1120,,unset,OLET,=67132086/1661,0,0,350mm,355.6,0.000,0,0.000,0,895mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,=67132086/1778,,,0,,0,,,,,,
324,,,unset,OLET,=67132086/1661,2,2,350mm,355.6,0.000,0,0.000,0,895mm,0.000,,0.000,,151600.000mm,158858.200mm,100927.800mm,=67132086/1778,,,0,,0,,,,,,
325,1130,PS-171100.2,PS-171100.2,ATTA,=67132086/1662,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,152495.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
326,1140,PS-171100.1,PS-171100.1,ATTA,=67132086/1663,0,0,350mm,355.6,0.000,0,0.000,0,984mm,0.000,,0.000,,152495.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
327,,,unset,TEE,=67132086/1664,1,1,350mm,355.6,0.000,0,0.000,0,1571mm,0.000,,0.000,,152921.000mm,158858.200mm,100927.800mm,=67132086/1604,,,0,,0,,,,,,
328,,,unset,TEE,=67132086/1664,3,3,250mm,355.6,0.000,0,0.000,0,1571mm,0.000,,0.000,,153200.000mm,158676.474mm,101109.527mm,=67132086/1604,,,0,,0,,,,,,
329,290,,unset,TEE,=67132086/1664,0,0,350mm,355.6,0.000,0,0.000,0,1571mm,0.000,,0.000,,153200.000mm,158858.200mm,100927.800mm,=67132086/1604,,,0,,0,,,,,,
330,,,unset,TEE,=67132086/1664,2,2,350mm,355.6,0.000,0,0.000,0,1571mm,0.000,,0.000,,153479.000mm,158858.200mm,100927.800mm,=67132086/1604,,,0,,0,,,,,,
331,1150,PS-171101.2,PS-171101.2,ATTA,=67132086/1665,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,155050.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
332,1160,PS-171101.1,PS-171101.1,ATTA,=67132086/1666,0,0,350mm,355.6,0.000,0,0.000,0,2550mm,0.000,,0.000,,155050.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
333,1170,PS-171035.2,PS-171035.2,ATTA,=67132086/1667,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,157600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
334,1180,PS-171035.8,PS-171035.8,ATTA,=67132086/1668,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,157600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
335,1190,PS-171035.5,PS-171035.5,ATTA,=67132086/1669,0,0,350mm,355.6,0.000,0,0.000,0,879mm,0.000,,0.000,,157600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
336,,,unset,TEE,=67132086/1670,1,1,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,157921.000mm,158858.200mm,100927.800mm,=67132086/1554,,,0,,0,,,,,,
337,,,unset,TEE,=67132086/1670,3,3,250mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,158200.000mm,158676.474mm,101109.526mm,=67132086/1554,,,0,,0,,,,,,
338,580,,unset,TEE,=67132086/1670,0,0,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,158200.000mm,158858.200mm,100927.800mm,=67132086/1554,,,0,,0,,,,,,
339,,,unset,TEE,=67132086/1670,2,2,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,158479.000mm,158858.200mm,100927.800mm,=67132086/1554,,,0,,0,,,,,,
340,1200,PS-171102.2,PS-171102.2,ATTA,=67132086/1671,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,160000.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
341,1210,PS-171102.1,PS-171102.1,ATTA,=67132086/1672,0,0,350mm,355.6,0.000,0,0.000,0,2600mm,0.000,,0.000,,160000.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
342,1220,PS-171036.2,PS-171036.2,ATTA,=67132086/1673,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,162600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
343,1230,PS-171036.9,PS-171036.9,ATTA,=67132086/1674,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,162600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
344,1240,PS-171036.5,PS-171036.5,ATTA,=67132086/1675,0,0,350mm,355.6,0.000,0,0.000,0,879mm,0.000,,0.000,,162600.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
345,,,unset,TEE,=67132086/1676,1,1,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,162921.000mm,158858.200mm,100927.800mm,=67132086/1509,,,0,,0,,,,,,
346,,,unset,TEE,=67132086/1676,3,3,250mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,163200.000mm,158676.474mm,101109.526mm,=67132086/1509,,,0,,0,,,,,,
347,820,,unset,TEE,=67132086/1676,0,0,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,163200.000mm,158858.200mm,100927.800mm,=67132086/1509,,,0,,0,,,,,,
348,,,unset,TEE,=67132086/1676,2,2,350mm,355.6,0.000,0,0.000,0,1521mm,0.000,,0.000,,163479.000mm,158858.200mm,100927.800mm,=67132086/1509,,,0,,0,,,,,,
349,1250,PS-171103.2,PS-171103.2,ATTA,=67132086/1677,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,165000.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
350,1260,PS-171103.1,PS-171103.1,ATTA,=67132086/1678,0,0,350mm,355.6,0.000,0,0.000,0,2525mm,0.000,,0.000,,165000.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
351,1270,PS-171037.1,PS-171037.1,ATTA,=67132086/1679,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,167525.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
352,1280,PS-171037.9,PS-171037.9,ATTA,=67132086/1680,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,167525.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
353,1290,PS-171037.5,PS-171037.5,ATTA,=67132086/1681,0,0,350mm,355.6,0.000,0,0.000,0,954mm,0.000,,0.000,,167525.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
354,,,unset,TEE,=67132086/1682,1,1,350mm,355.6,0.000,0,0.000,0,1776mm,0.000,,0.000,,167921.000mm,158858.200mm,100927.800mm,=67132086/1464,,,0,,0,,,,,,
355,,,unset,TEE,=67132086/1682,3,3,250mm,355.6,0.000,0,0.000,0,1776mm,0.000,,0.000,,168200.000mm,158676.474mm,101109.526mm,=67132086/1464,,,0,,0,,,,,,
356,1060,,unset,TEE,=67132086/1682,0,0,350mm,355.6,0.000,0,0.000,0,1776mm,0.000,,0.000,,168200.000mm,158858.200mm,100927.800mm,=67132086/1464,,,0,,0,,,,,,
357,,,unset,TEE,=67132086/1682,2,2,350mm,355.6,0.000,0,0.000,0,1776mm,0.000,,0.000,,168479.000mm,158858.200mm,100927.800mm,=67132086/1464,,,0,,0,,,,,,
358,,,unset,ATTA,=67132086/1683,0,0,350mm,355.6,0.000,0,0.000,0,1776mm,0.000,,0.000,,168479.000mm,158858.200mm,100927.800mm,Unset,,,0,IGNORED,0,,,,,,
359,1300,PS-171104.2,PS-171104.2,ATTA,=67132086/1684,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,170255.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
360,1310,PS-171104.1,PS-171104.1,ATTA,=67132086/1685,0,0,350mm,355.6,0.000,0,0.000,0,1109mm,0.000,,0.000,,170255.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
361,,,unset,OLET,=67132086/1686,1,1,350mm,355.6,0.000,0,0.000,0,1894mm,0.000,,0.000,,171364.129mm,158858.200mm,100927.800mm,=67132086/802,,,0,,0,,,,,,
362,,,unset,OLET,=67132086/1686,3,3,50mm,355.6,0.000,0,0.000,0,1894mm,0.000,,0.000,,171364.129mm,158858.200mm,100711.900mm,=67132086/802,,,0,,0,,,,,,
363,1320,,unset,OLET,=67132086/1686,0,0,350mm,355.6,0.000,0,0.000,0,1894mm,0.000,,0.000,,171364.129mm,158858.200mm,100927.800mm,=67132086/802,,,0,,0,,,,,,
364,,,unset,OLET,=67132086/1686,2,2,350mm,355.6,0.000,0,0.000,0,1894mm,0.000,,0.000,,171364.129mm,158858.200mm,100927.800mm,=67132086/802,,,0,,0,,,,,,
365,,,unset,OLET,=67132086/1687,1,1,350mm,355.6,0.000,0,0.000,0,1967mm,0.000,,0.000,,173258.590mm,158858.200mm,100927.800mm,=67132086/479,,,0,,0,,,,,,
366,,,unset,OLET,=67132086/1687,3,3,50mm,355.6,0.000,0,0.000,0,1967mm,0.000,,0.000,,173258.590mm,158858.200mm,101143.700mm,=67132086/479,,,0,,0,,,,,,
367,1330,,unset,OLET,=67132086/1687,0,0,350mm,355.6,0.000,0,0.000,0,1967mm,0.000,,0.000,,173258.590mm,158858.200mm,100927.800mm,=67132086/479,,,0,,0,,,,,,
368,,,unset,OLET,=67132086/1687,2,2,350mm,355.6,0.000,0,0.000,0,1967mm,0.000,,0.000,,173258.590mm,158858.200mm,100927.800mm,=67132086/479,,,0,,0,,,,,,
369,1340,SL-171501.2,SL-171501.2,ATTA,=67132086/1688,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,175226.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
370,1350,SL-171501.8,SL-171501.8,ATTA,=67132086/1689,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,175226.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
371,1360,SL-171501.4,SL-171501.4,ATTA,=67132086/1690,0,0,350mm,355.6,0.000,0,0.000,0,2004mm,0.000,,0.000,,175226.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
372,,,unset,OLET,=67132086/1691,1,1,350mm,355.6,0.000,0,0.000,0,2420mm,0.000,,0.000,,177230.890mm,158858.200mm,100927.800mm,=67132086/1168,,,0,,0,,,,,,
373,,,unset,OLET,=67132086/1691,3,3,50mm,355.6,0.000,0,0.000,0,2420mm,0.000,,0.000,,177230.890mm,158858.200mm,101143.700mm,=67132086/1168,,,0,,0,,,,,,
374,1370,,unset,OLET,=67132086/1691,0,0,350mm,355.6,0.000,0,0.000,0,2420mm,0.000,,0.000,,177230.890mm,158858.200mm,100927.800mm,=67132086/1168,,,0,,0,,,,,,
375,,,unset,OLET,=67132086/1691,2,2,350mm,355.6,0.000,0,0.000,0,2420mm,0.000,,0.000,,177230.890mm,158858.200mm,100927.800mm,=67132086/1168,,,0,,0,,,,,,
376,,,unset,OLET,=67132086/1692,1,1,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,179651.000mm,158858.200mm,100927.800mm,=67132086/1760,,,0,,0,,,,,,
377,,,unset,OLET,=67132086/1692,3,3,50mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,179651.000mm,158858.200mm,101143.700mm,=67132086/1760,,,0,,0,,,,,,
378,1380,,unset,OLET,=67132086/1692,0,0,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,179651.000mm,158858.200mm,100927.800mm,=67132086/1760,,,0,,0,,,,,,
379,,,unset,OLET,=67132086/1692,2,2,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,179651.000mm,158858.200mm,100927.800mm,=67132086/1760,,,0,,0,,,,,,
380,,,unset,OLET,=67132086/1693,1,1,350mm,355.6,0.000,0,0.000,0,598mm,0.000,,0.000,,180251.000mm,158858.200mm,100927.800mm,=67132086/1753,,,0,,0,,,,,,
381,,,unset,OLET,=67132086/1693,3,3,50mm,355.6,0.000,0,0.000,0,598mm,0.000,,0.000,,180251.000mm,158858.200mm,101143.700mm,=67132086/1753,,,0,,0,,,,,,
382,1390,,unset,OLET,=67132086/1693,0,0,350mm,355.6,0.000,0,0.000,0,598mm,0.000,,0.000,,180251.000mm,158858.200mm,100927.800mm,=67132086/1753,,,0,,0,,,,,,
383,,,unset,OLET,=67132086/1693,2,2,350mm,355.6,0.000,0,0.000,0,598mm,0.000,,0.000,,180251.000mm,158858.200mm,100927.800mm,=67132086/1753,,,0,,0,,,,,,
384,1400,SL-171502.1,SL-171502.1,ATTA,=67132086/1694,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,180850.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
385,1410,SL-171502.8,SL-171502.8,ATTA,=67132086/1695,0,0,350mm,355.6,0.000,0,0.000,0,4604mm,0.000,,0.000,,180850.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
386,,,unset,TEE,=67132086/1696,1,1,350mm,355.6,0.000,0,0.000,0,396mm,0.000,,0.000,,184896.000mm,158858.200mm,100927.800mm,=67132086/1380,,,0,,0,,,,,,
387,,,unset,TEE,=67132086/1696,3,3,200mm,355.6,0.000,0,0.000,0,396mm,0.000,,0.000,,185175.000mm,158610.200mm,100927.800mm,=67132086/1380,,,0,,0,,,,,,
388,1420,,unset,TEE,=67132086/1696,0,0,350mm,355.6,0.000,0,0.000,0,396mm,0.000,,0.000,,185175.000mm,158858.200mm,100927.800mm,=67132086/1380,,,0,,0,,,,,,
389,,,unset,TEE,=67132086/1696,2,2,350mm,355.6,0.000,0,0.000,0,396mm,0.000,,0.000,,185454.000mm,158858.200mm,100927.800mm,=67132086/1380,,,0,,0,,,,,,
390,1430,SL-171505.2,SL-171505.2,ATTA,=67132086/1697,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,185850.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
391,1440,SL-171505.9,SL-171505.9,ATTA,=67132086/1698,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,185850.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
392,,,unset,OLET,=67132086/1699,1,1,350mm,355.6,0.000,0,0.000,0,2167mm,0.000,,0.000,,185850.000mm,158858.200mm,100927.800mm,=67132086/1770,,,0,,0,,,,,,
393,,,unset,OLET,=67132086/1699,3,3,50mm,355.6,0.000,0,0.000,0,2167mm,0.000,,0.000,,185850.000mm,158858.200mm,101143.700mm,=67132086/1770,,,0,,0,,,,,,
394,1450,,unset,OLET,=67132086/1699,0,0,350mm,355.6,0.000,0,0.000,0,2167mm,0.000,,0.000,,185850.000mm,158858.200mm,100927.800mm,=67132086/1770,,,0,,0,,,,,,
395,,,unset,OLET,=67132086/1699,2,2,350mm,355.6,0.000,0,0.000,0,2167mm,0.000,,0.000,,185850.000mm,158858.200mm,100927.800mm,=67132086/1770,,,0,,0,,,,,,
396,,,unset,ATTA,=67132086/1700,0,0,350mm,355.6,0.000,0,0.000,0,753mm,0.000,,0.000,,188017.000mm,158858.200mm,100927.800mm,Unset,,,0,IGNORED,0,,,,,,
397,,,unset,ELBO,=67132086/1701,1,1,350mm,355.6,0.000,0,533.000,0,0mm,0.000,,0.000,,188017.000mm,158858.200mm,100927.800mm,Unset,,,0,,0,,,,,,
398,1460,,unset,ELBO,=67132086/1701,0,0,350mm,355.6,0.000,0,533.000,0,0mm,0.000,,0.000,,188550.000mm,158858.200mm,100927.800mm,Unset,,,0,,1,,,,,,
399,,,unset,ELBO,=67132086/1701,2,2,350mm,355.6,0.000,0,533.000,0,0mm,0.000,,0.000,,188550.000mm,158325.200mm,100927.800mm,Unset,,,0,,0,,,,,,
400,1470,,unset,FLAN,=67132086/1702,1,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,START,188550.000mm,158325.200mm,100927.800mm,Unset,,,0,,0,,,,,,
401,,,unset,FLAN,=67132086/1702,2,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158153.200mm,100927.800mm,Unset,,,0,,0,,,,,,
402,,,unset,GASK,=67132086/1703,1,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158153.200mm,100927.800mm,Unset,,,0,,0,,,,,,
403,,,unset,GASK,=67132086/1703,2,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158150.000mm,100927.800mm,Unset,,,0,,0,,,,,,
404,,,unset,PCOM,=67132086/1704,1,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158150.000mm,100927.800mm,Unset,,,0,,0,,,,,,
405,,,unset,PCOM,=67132086/1704,2,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158105.500mm,100927.800mm,Unset,,,0,,0,,,,,,
406,,,unset,GASK,=67132086/1705,1,1,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158105.500mm,100927.800mm,Unset,,,0,,0,,,,,,
407,,,unset,GASK,=67132086/1705,2,2,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,158102.300mm,100927.800mm,Unset,,,0,,0,,,,,,
408,,,unset,FLAN,=67132086/1706,1,1,350mm,355.6,0.000,0,0.000,0,1350mm,0.000,,0.000,,188550.000mm,158102.300mm,100927.800mm,Unset,,,0,,0,,,,,,
409,1480,,unset,FLAN,=67132086/1706,2,2,350mm,355.6,0.000,0,0.000,0,1350mm,0.000,,0.000,END,188550.000mm,157930.300mm,100927.800mm,Unset,,,0,,0,,,,,,
410,1490,PS-171080.1,PS-171080.1,ATTA,=67132086/1707,0,0,350mm,355.6,0.000,0,0.000,0,0mm,0.000,,0.000,,188550.000mm,156580.297mm,100927.800mm,Unset,,,0,,0,,,,,,
411,1500,PS-171080.2,PS-171080.2,ATTA,=67132086/1708,0,0,350mm,355.6,0.000,0,0.000,0,508mm,0.000,,0.000,,188550.000mm,156580.297mm,100927.800mm,Unset,,,0,,0,,,,,,
412,,,unset,OLET,=67132086/1709,1,1,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,188550.000mm,156072.000mm,100927.800mm,=67132086/1746,,,0,,0,,,,,,
413,,,unset,OLET,=67132086/1709,3,3,50mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,188550.000mm,156072.000mm,101143.700mm,=67132086/1746,,,0,,0,,,,,,
414,1510,,unset,OLET,=67132086/1709,0,0,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,188550.000mm,156072.000mm,100927.800mm,=67132086/1746,,,0,,0,,,,,,
415,,,unset,OLET,=67132086/1709,2,2,350mm,355.6,0.000,0,0.000,0,600mm,0.000,,0.000,,188550.000mm,156072.000mm,100927.800mm,=67132086/1746,,,0,,0,,,,,,
416,,,unset,OLET,=67132086/1710,1,1,350mm,355.6,0.000,0,0.000,0,300mm,0.000,,0.000,,188550.000mm,155472.000mm,100927.800mm,=67132086/1729,,,0,,0,,,,,,
417,,,unset,OLET,=67132086/1710,3,3,50mm,355.6,0.000,0,0.000,0,300mm,0.000,,0.000,,188550.000mm,155472.000mm,101143.700mm,=67132086/1729,,,0,,0,,,,,,
418,1520,,unset,OLET,=67132086/1710,0,0,350mm,355.6,0.000,0,0.000,0,300mm,0.000,,0.000,,188550.000mm,155472.000mm,100927.800mm,=67132086/1729,,,0,,0,,,,,,
419,,,unset,OLET,=67132086/1710,2,2,350mm,355.6,0.000,0,0.000,0,300mm,0.000,,0.000,,188550.000mm,155472.000mm,100927.800mm,=67132086/1729,,,0,,0,,,,,,
